"Année.RAP";"Type.de.Budget..Hors.Budgets.annexes.";"Code.Ministère.au.1er.janvier.2017";"Ministère.au.1er.janvier.2017";"Programme";"Libellé.programme";"Code.Action";"Action";"T1.EXEC.CP.2017";"T2.EXEC.CP.2017";"T3.EXEC.CP.2017";"T4.EXEC.CP.2017";"T5.EXEC.CP.2017";"T6.EXEC.CP.2017";"T7.EXEC.CP.2017"
"2017";"Budget général";"MIN12";"Services du Premier ministre";"129";"Coordination du travail gouvernemental";"1";"Coordination du travail gouvernemental";"";"52810257";"10813110";"";"";"12222152";""
"2017";"Budget général";"MIN12";"Services du Premier ministre";"129";"Coordination du travail gouvernemental";"2";"Coordination de la sécurité et de la défense";"";"80513246";"155351352";"";"7945248";"1712204";"0"
"2017";"Budget général";"MIN12";"Services du Premier ministre";"129";"Coordination du travail gouvernemental";"3";"Coordination de la politique européenne";"";"10395410";"5283508";"";"";"700000";""
"2017";"Budget général";"MIN12";"Services du Premier ministre";"129";"Coordination du travail gouvernemental";"10";"Soutien";"";"40682181";"82829619";"";"4020062";"7405054";""
"2017";"Budget général";"MIN12";"Services du Premier ministre";"129";"Coordination du travail gouvernemental";"11";"Stratégie et prospective";"";"14060842";"5696415";"";"";"4568148";""
"2017";"Budget général";"MIN12";"Services du Premier ministre";"129";"Coordination du travail gouvernemental";"13";"Ordre de la Légion d'honneur";"";"";"24061909";"";"";"6300";"2361837"
"2017";"Budget général";"MIN12";"Services du Premier ministre";"129";"Coordination du travail gouvernemental";"15";"Mission interministérielle de lutte contre les drogues et les conduites addictives";"";"2039854";"12907224";"";"3668590";"12401154";""
"2017";"Budget général";"MIN12";"Services du Premier ministre";"129";"Coordination du travail gouvernemental";"16";"Modernisation de l'action publique";"";"18151093";"45119517";"";"962097";"698000";""
"2017";"Budget général";"MIN12";"Services du Premier ministre";"147";"Politique de la ville";"1";"Actions territorialisées et Dispositifs spécifiques de la politique de la ville";"";"";"784659";"";"";"286122310";""
"2017";"Budget général";"MIN12";"Services du Premier ministre";"147";"Politique de la ville";"2";"Revitalisation économique et emploi";"";"";"25268998";"";"";"26657000";"2581002"
"2017";"Budget général";"MIN12";"Services du Premier ministre";"147";"Politique de la ville";"3";"Stratégie, ressources et évaluation";"";"2040479";"8476289";"";"37074";"16638437";""
"2017";"Budget général";"MIN12";"Services du Premier ministre";"158";"Indemnisation des victimes des persécutions antisémites et des actes de barbarie pendant la seconde guerre mondiale";"1";"Indemnisation des orphelins de la déportation et des victimes de spoliations du fait des législations antisémites en vigueur pendant l'Occupation";"";"1624656";"415647";"";"";"40292000";""
"2017";"Budget général";"MIN12";"Services du Premier ministre";"158";"Indemnisation des victimes des persécutions antisémites et des actes de barbarie pendant la seconde guerre mondiale";"2";"Indemnisation des victimes d'actes de barbarie durant la seconde guerre mondiale";"";"";"269064";"";"";"51414000";""
"2017";"Budget général";"MIN12";"Services du Premier ministre";"162";"Interventions territoriales de l'État";"2";"Eau - Agriculture en Bretagne";"";"";"1092294";"";"0";"3028975";""
"2017";"Budget général";"MIN12";"Services du Premier ministre";"162";"Interventions territoriales de l'État";"4";"Programme exceptionnel d'investissements en faveur de la Corse";"";"";"";"";"";"37593744";""
"2017";"Budget général";"MIN12";"Services du Premier ministre";"162";"Interventions territoriales de l'État";"6";"Plan gouvernemental sur le Marais Poitevin - Poitou Charentes";"";"";"";"";"";"1601352";""
"2017";"Budget général";"MIN12";"Services du Premier ministre";"162";"Interventions territoriales de l'État";"8";"Plan chlordécone en Martinique et en Guadeloupe";"";"";"1130175";"";"53652";"2623217";""
"2017";"Budget général";"MIN12";"Services du Premier ministre";"164";"Cour des comptes et autres juridictions financières";"21";"Examen des comptes publics";"";"39196995";"1469046";"";"";"";""
"2017";"Budget général";"MIN12";"Services du Premier ministre";"164";"Cour des comptes et autres juridictions financières";"22";"Contrôle des finances publiques";"";"15776228";"";"";"";"";""
"2017";"Budget général";"MIN12";"Services du Premier ministre";"164";"Cour des comptes et autres juridictions financières";"23";"Contrôle des gestions publiques";"";"59601168";"";"";"";"";""
"2017";"Budget général";"MIN12";"Services du Premier ministre";"164";"Cour des comptes et autres juridictions financières";"24";"Evaluation des politiques publiques";"";"34456632";"";"";"";"";""
"2017";"Budget général";"MIN12";"Services du Premier ministre";"164";"Cour des comptes et autres juridictions financières";"25";"Information des citoyens";"";"7101177";"";"";"";"";""
"2017";"Budget général";"MIN12";"Services du Premier ministre";"164";"Cour des comptes et autres juridictions financières";"26";"Mise en jeu de la responsabilité des comptables publics et des gestionnaires publics";"";"4702890";"";"";"";"";""
"2017";"Budget général";"MIN12";"Services du Premier ministre";"164";"Cour des comptes et autres juridictions financières";"27";"Pilotage et soutien des juridictions financières";"";"26535044";"24227472";"";"2004777";"44373";""
"2017";"Budget général";"MIN12";"Services du Premier ministre";"165";"Conseil d'État et autres juridictions administratives";"1";"Fonction juridictionnelle : Conseil d'État";"";"27207486";"1181";"";"";"";""
"2017";"Budget général";"MIN12";"Services du Premier ministre";"165";"Conseil d'État et autres juridictions administratives";"2";"Fonction juridictionnelle : Cours administratives d'appel";"";"52444298";"83";"";"";"";""
"2017";"Budget général";"MIN12";"Services du Premier ministre";"165";"Conseil d'État et autres juridictions administratives";"3";"Fonction juridictionnelle : Tribunaux administratifs";"";"156312213";"6331";"";"";"";""
"2017";"Budget général";"MIN12";"Services du Premier ministre";"165";"Conseil d'État et autres juridictions administratives";"4";"Fonction consultative";"";"15355167";"";"";"";"";""
"2017";"Budget général";"MIN12";"Services du Premier ministre";"165";"Conseil d'État et autres juridictions administratives";"5";"Fonction études, expertise et services rendus aux administrations de l'État et des collectivités";"";"7850517";"";"";"";"";""
"2017";"Budget général";"MIN12";"Services du Premier ministre";"165";"Conseil d'État et autres juridictions administratives";"6";"Soutien";"";"39146565";"58519623";"";"6404427";"";""
"2017";"Budget général";"MIN12";"Services du Premier ministre";"165";"Conseil d'État et autres juridictions administratives";"7";"Cour nationale du droit d'asile";"";"24799440";"";"";"";"";""
"2017";"Budget général";"MIN12";"Services du Premier ministre";"308";"Protection des droits et libertés";"2";"Commission nationale de l'informatique et des libertés";"";"13517617";"2469372";"";"66082";"6050";""
"2017";"Budget général";"MIN12";"Services du Premier ministre";"308";"Protection des droits et libertés";"3";"Conseil supérieur de l'audiovisuel";"";"";"";"";"";"36926719";""
"2017";"Budget général";"MIN12";"Services du Premier ministre";"308";"Protection des droits et libertés";"5";"Contrôleur général des lieux de privation de liberté";"";"3911460";"982563";"";"";"";""
"2017";"Budget général";"MIN12";"Services du Premier ministre";"308";"Protection des droits et libertés";"6";"Autres autorités indépendantes";"";"2057284";"796047";"";"";"126000";""
"2017";"Budget général";"MIN12";"Services du Premier ministre";"308";"Protection des droits et libertés";"7";"Sécurité et protection des libertés";"";"2345331";"341853";"";"26748";"";""
"2017";"Budget général";"MIN12";"Services du Premier ministre";"308";"Protection des droits et libertés";"9";"Défenseur des droits";"";"15494328";"5635409";"";"115664";"";""
"2017";"Budget général";"MIN12";"Services du Premier ministre";"308";"Protection des droits et libertés";"10";"Haute autorité pour la transparence de la vie publique";"";"3460287";"1726898";"";"29441";"0";""
"2017";"Budget général";"MIN12";"Services du Premier ministre";"308";"Protection des droits et libertés";"11";"Régulation de la distribution de la presse";"";"98998";"14626";"";"";"";""
"2017";"Budget général";"MIN12";"Services du Premier ministre";"333";"Moyens mutualisés des administrations déconcentrées";"1";"Fonctionnement courant des directions départementales interministérielles";"";"-49931";"146265686";"";"10040441";"664195";"2000"
"2017";"Budget général";"MIN12";"Services du Premier ministre";"333";"Moyens mutualisés des administrations déconcentrées";"2";"Loyers et charges immobilières des administrations déconcentrées";"";"";"320304463";"";"2318498";"78474";""
"2017";"Budget général";"MIN12";"Services du Premier ministre";"333";"Moyens mutualisés des administrations déconcentrées";"3";"Emplois déconcentrés des services du Premier ministre";"";"176246261";"37047";"";"";"";""
"2017";"Budget général";"MIN12";"Services du Premier ministre";"340";"Haut Conseil des finances publiques";"1";"Haut Conseil des finances publiques";"";"357248";"4907";"";"";"";""
"2017";"Budget général";"MIN12";"Services du Premier ministre";"421";"Soutien des progrès de l'enseignement et de la recherche";"1";"Nouveaux cursus à l'université";"";"";"";"";"";"0";""
"2017";"Budget général";"MIN12";"Services du Premier ministre";"421";"Soutien des progrès de l'enseignement et de la recherche";"2";"Programmes prioritaires de recherche";"";"";"";"";"";"0";""
"2017";"Budget général";"MIN12";"Services du Premier ministre";"421";"Soutien des progrès de l'enseignement et de la recherche";"3";"Équipements structurants de recherche";"";"";"";"";"";"0";"0"
"2017";"Budget général";"MIN12";"Services du Premier ministre";"421";"Soutien des progrès de l'enseignement et de la recherche";"4";"Soutien des grandes universités de recherche";"";"";"";"";"";"";"0"
"2017";"Budget général";"MIN12";"Services du Premier ministre";"421";"Soutien des progrès de l'enseignement et de la recherche";"5";"Constitution d'écoles universitaires de recherche";"";"";"";"";"";"0";""
"2017";"Budget général";"MIN12";"Services du Premier ministre";"422";"Valorisation de la recherche";"3";"Démonstrateurs et territoires d'innovation de grande ambition";"";"";"";"";"";"0";"0"
"2017";"Budget général";"MIN12";"Services du Premier ministre";"422";"Valorisation de la recherche";"4";"Nouveaux écosystèmes d'innovation";"";"";"";"";"";"0";""
"2017";"Budget général";"MIN12";"Services du Premier ministre";"422";"Valorisation de la recherche";"5";"Accélération du développement des écosystèmes d'innovation performants";"";"";"";"";"";"0";"0"
"2017";"Budget général";"MIN12";"Services du Premier ministre";"423";"Accélération de la modernisation des entreprises";"1";"Soutien à l'innovation collaborative";"";"";"";"";"";"0";"0"
"2017";"Budget général";"MIN12";"Services du Premier ministre";"423";"Accélération de la modernisation des entreprises";"2";"Accompagnement et transformation des filières";"";"";"0";"";"";"0";"0"
"2017";"Budget général";"MIN12";"Services du Premier ministre";"423";"Accélération de la modernisation des entreprises";"3";"Industrie du futur";"";"";"";"";"";"0";"0"
"2017";"Budget général";"MIN12";"Services du Premier ministre";"423";"Accélération de la modernisation des entreprises";"5";"Concours d'innovation";"";"";"";"";"";"0";"0"
"2017";"Budget général";"MIN12";"Services du Premier ministre";"423";"Accélération de la modernisation des entreprises";"7";"Fonds à l'internationalisation des PME";"";"";"";"";"";"";"0"
"2017";"Budget général";"MIN23";"Environnement, énergie et mer";"113";"Paysages, eau et biodiversité";"1";"Sites, paysages, publicité";"";"";"1780664";"";"";"2899966";""
"2017";"Budget général";"MIN23";"Environnement, énergie et mer";"113";"Paysages, eau et biodiversité";"2";"logistique, formation et contentieux";"";"";"5253778";"";"98732";"731720";""
"2017";"Budget général";"MIN23";"Environnement, énergie et mer";"113";"Paysages, eau et biodiversité";"7";"Gestion des milieux et biodiversité";"";"";"159972869";"";"1331107";"92003382";"1969840"
"2017";"Budget général";"MIN23";"Environnement, énergie et mer";"159";"Expertise, information géographique et météorologie";"11";"Etudes et expertise en matière de développement durable";"";"";"205509274";"";"";"55543";""
"2017";"Budget général";"MIN23";"Environnement, énergie et mer";"159";"Expertise, information géographique et météorologie";"12";"Information géographique et cartographique";"";"";"89288912";"";"";"193085";""
"2017";"Budget général";"MIN23";"Environnement, énergie et mer";"159";"Expertise, information géographique et météorologie";"13";"Météorologie";"";"";"184690513";"";"";"40532";""
"2017";"Budget général";"MIN23";"Environnement, énergie et mer";"174";"Énergie, climat et après-mines";"1";"Politique de l'énergie";"";"";"33602";"";"";"741198";""
"2017";"Budget général";"MIN23";"Environnement, énergie et mer";"174";"Énergie, climat et après-mines";"4";"Gestion économique et sociale de l'après-mines";"";"";"12611333";"";"";"369890173";""
"2017";"Budget général";"MIN23";"Environnement, énergie et mer";"174";"Énergie, climat et après-mines";"5";"Lutte contre le changement climatique";"";"";"172130426";"";"";"78412132";"63600"
"2017";"Budget général";"MIN23";"Environnement, énergie et mer";"174";"Énergie, climat et après-mines";"6";"Soutien";"";"";"1818141";"";"";"6000";""
"2017";"Budget général";"MIN23";"Environnement, énergie et mer";"181";"Prévention des risques";"1";"Prévention des risques technologiques et des pollutions";"";"";"-6003721";"";"404502";"26417369";""
"2017";"Budget général";"MIN23";"Environnement, énergie et mer";"181";"Prévention des risques";"9";"Contrôle de la sûreté nucléaire et de la radioprotection";"";"36179350";"16976536";"";"244069";"1121986";""
"2017";"Budget général";"MIN23";"Environnement, énergie et mer";"181";"Prévention des risques";"10";"Prévention des risques naturels et hydrauliques";"";"";"21710083";"";"2366796";"9531285";""
"2017";"Budget général";"MIN23";"Environnement, énergie et mer";"181";"Prévention des risques";"11";"Gestion de l'après-mine et travaux de mise en sécurité, indemnisations et expropriations sur les sites";"";"";"32740577";"";"";"5082667";""
"2017";"Budget général";"MIN23";"Environnement, énergie et mer";"190";"Recherche dans les domaines de l'énergie, du développement et de la mobilité durables";"10";"Recherche dans le domaine de l'énergie";"";"";"568636461";"";"";"430359";""
"2017";"Budget général";"MIN23";"Environnement, énergie et mer";"190";"Recherche dans les domaines de l'énergie, du développement et de la mobilité durables";"11";"Recherche dans le domaine des risques";"";"";"164134873";"";"";"";""
"2017";"Budget général";"MIN23";"Environnement, énergie et mer";"190";"Recherche dans les domaines de l'énergie, du développement et de la mobilité durables";"12";"Recherche dans le domaine des transports, de la construction et de l'aménagement";"";"";"82866377";"";"";"11000";"13445560"
"2017";"Budget général";"MIN23";"Environnement, énergie et mer";"190";"Recherche dans les domaines de l'énergie, du développement et de la mobilité durables";"13";"Recherche partenariale dans le développement et l'aménagement durable";"";"";"1953571";"";"";"5090319";""
"2017";"Budget général";"MIN23";"Environnement, énergie et mer";"190";"Recherche dans les domaines de l'énergie, du développement et de la mobilité durables";"14";"Recherche et développement dans le domaine de l'aéronautique civile";"";"";"";"";"";"45929347";"280017955"
"2017";"Budget général";"MIN23";"Environnement, énergie et mer";"190";"Recherche dans les domaines de l'énergie, du développement et de la mobilité durables";"15";"Charges nucléaires de long terme des installations du CEA";"";"";"740000000";"";"";"";""
"2017";"Budget général";"MIN23";"Environnement, énergie et mer";"197";"Régimes de retraite et de sécurité sociale des marins";"1";"Régimes de retraite et de sécurité sociale des marins";"";"";"10776730";"";"";"817300396";""
"2017";"Budget général";"MIN23";"Environnement, énergie et mer";"198";"Régimes sociaux et de retraite des transports terrestres";"3";"Régime de retraite du personnel de la SNCF";"";"";"";"";"";"3271400000";""
"2017";"Budget général";"MIN23";"Environnement, énergie et mer";"198";"Régimes sociaux et de retraite des transports terrestres";"4";"Régime de retraite du personnel de la RATP";"";"";"";"";"";"680600000";""
"2017";"Budget général";"MIN23";"Environnement, énergie et mer";"198";"Régimes sociaux et de retraite des transports terrestres";"5";"Autres régimes";"";"";"";"";"";"122859160";""
"2017";"Budget général";"MIN23";"Environnement, énergie et mer";"203";"Infrastructures et services de transports";"1";"Développement des infrastructures routières";"";"";"51402188";"";"536142879";"31774658";""
"2017";"Budget général";"MIN23";"Environnement, énergie et mer";"203";"Infrastructures et services de transports";"10";"Infrastructures de transports collectifs et ferroviaires";"";"";"3645658";"";"1125413";"2792968229";""
"2017";"Budget général";"MIN23";"Environnement, énergie et mer";"203";"Infrastructures et services de transports";"11";"Infrastructures fluviales, portuaires et aéroportuaires";"";"";"248704224";"";"6575604";"123847458";""
"2017";"Budget général";"MIN23";"Environnement, énergie et mer";"203";"Infrastructures et services de transports";"12";"Entretien et exploitation du réseau routier national";"";"";"232683369";"";"443670568";"3545639";""
"2017";"Budget général";"MIN23";"Environnement, énergie et mer";"203";"Infrastructures et services de transports";"13";"Soutien, régulation, contrôle et sécurité des services de transports terrestres";"";"";"3058699";"";"4047697";"69972867";""
"2017";"Budget général";"MIN23";"Environnement, énergie et mer";"203";"Infrastructures et services de transports";"14";"Soutien, régulation et contrôle dans les domaines des transports fluviaux, maritimes et aériens";"";"";"49389";"";"";"25034236";""
"2017";"Budget général";"MIN23";"Environnement, énergie et mer";"203";"Infrastructures et services de transports";"15";"Stratégie et soutien";"";"";"50036309";"";"1616498";"2861054";"5560"
"2017";"Budget général";"MIN23";"Environnement, énergie et mer";"205";"Sécurité et affaires maritimes, pêche et aquaculture";"1";"Sécurité et sûreté maritimes";"";"";"17821955";"";"3098582";"4499281";""
"2017";"Budget général";"MIN23";"Environnement, énergie et mer";"205";"Sécurité et affaires maritimes, pêche et aquaculture";"2";"Gens de mer et enseignement maritime";"";"";"19201481";"";"";"6509545";""
"2017";"Budget général";"MIN23";"Environnement, énergie et mer";"205";"Sécurité et affaires maritimes, pêche et aquaculture";"3";"Flotte de commerce";"";"";"";"";"";"72035677";""
"2017";"Budget général";"MIN23";"Environnement, énergie et mer";"205";"Sécurité et affaires maritimes, pêche et aquaculture";"4";"Action interministérielle de la mer";"";"";"5497758";"";"1538337";"325000";""
"2017";"Budget général";"MIN23";"Environnement, énergie et mer";"205";"Sécurité et affaires maritimes, pêche et aquaculture";"5";"Soutien au programme";"";"";"8426833";"";"206941";"28764";""
"2017";"Budget général";"MIN23";"Environnement, énergie et mer";"205";"Sécurité et affaires maritimes, pêche et aquaculture";"6";"Gestion durable des Pêches et de  l'Aquaculture";"";"";"11363170";"";"";"17752312";""
"2017";"Budget général";"MIN23";"Environnement, énergie et mer";"217";"Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables";"1";"Stratégie, expertise et études en matière de développement durable";"";"";"8860267";"";"35675";"8147130";""
"2017";"Budget général";"MIN23";"Environnement, énergie et mer";"217";"Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables";"2";"Fonction juridique";"";"";"1425740";"";"";"";""
"2017";"Budget général";"MIN23";"Environnement, énergie et mer";"217";"Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables";"3";"Politique et programmation de l'immobilier et des moyens de fonctionnement";"";"";"92093178";"";"19934890";"121890";""
"2017";"Budget général";"MIN23";"Environnement, énergie et mer";"217";"Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables";"4";"Politique et gestion des systèmes d'information et des réseaux informatiques";"";"";"19998221";"";"3194991";"";""
"2017";"Budget général";"MIN23";"Environnement, énergie et mer";"217";"Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables";"5";"Politique des ressources humaines et formation";"";"129549145";"75155319";"";"32435";"1614395";"2160"
"2017";"Budget général";"MIN23";"Environnement, énergie et mer";"217";"Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables";"6";"Action européenne et internationale";"";"";"671871";"";"";"7849521";"100000"
"2017";"Budget général";"MIN23";"Environnement, énergie et mer";"217";"Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables";"7";"Personnels oeuvrant pour les politiques du programme ""Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables""";"";"633140758";"";"";"";"";""
"2017";"Budget général";"MIN23";"Environnement, énergie et mer";"217";"Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables";"8";"Personnels oeuvrant pour les politiques du programme ""Infrastructures et services de transports""";"";"587593371";"";"";"";"";""
"2017";"Budget général";"MIN23";"Environnement, énergie et mer";"217";"Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables";"9";"Personnels oeuvrant pour les politiques du programme ""Sécurité et éducation routières""";"";"36564151";"";"";"";"";""
"2017";"Budget général";"MIN23";"Environnement, énergie et mer";"217";"Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables";"11";"Personnels oeuvrant pour les politiques du programme ""Sécurité et affaires maritimes""";"";"204553217";"";"";"";"";""
"2017";"Budget général";"MIN23";"Environnement, énergie et mer";"217";"Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables";"13";"Personnels oeuvrant pour les politiques du programme ""Paysages, eau et biodiversité""";"";"259822360";"";"";"";"";""
"2017";"Budget général";"MIN23";"Environnement, énergie et mer";"217";"Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables";"15";"Personnels relevant du ministère du logement et de l'égalité des territoires";"";"589827126";"";"";"";"";""
"2017";"Budget général";"MIN23";"Environnement, énergie et mer";"217";"Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables";"16";"Personnels oeuvrant pour les politiques du programme ""Prévention des risques""";"";"236542986";"";"";"";"";""
"2017";"Budget général";"MIN23";"Environnement, énergie et mer";"217";"Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables";"18";"Personnels relevant de programmes d'autres ministères";"";"3606584";"";"";"";"";""
"2017";"Budget général";"MIN23";"Environnement, énergie et mer";"217";"Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables";"22";"Personnels transférés aux collectivités territoriales";"";"18851203";"";"";"";"";""
"2017";"Budget général";"MIN23";"Environnement, énergie et mer";"217";"Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables";"23";"Personnels oeuvrant pour les politiques des programmes ""énergie, climat et après-mines""";"";"57523515";"";"";"";"";""
"2017";"Budget général";"MIN23";"Environnement, énergie et mer";"217";"Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables";"24";"Personnels oeuvrant dans le domaine des transports aériens";"";"2084313";"";"";"";"";""
"2017";"Budget général";"MIN23";"Environnement, énergie et mer";"217";"Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables";"25";"Commission nationale du débat public";"";"1343939";"595589";"";"";"";""
"2017";"Budget général";"MIN23";"Environnement, énergie et mer";"217";"Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables";"26";"Autorité de contrôle des nuisances aéroportuaires (ACNUSA)";"";"1104686";"447176";"";"";"";""
"2017";"Budget général";"MIN23";"Environnement, énergie et mer";"217";"Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables";"27";"Commission de régulation de l'énergie (CRE)";"";"14016080";"6279288";"";"13512";"129403";""
"2017";"Budget général";"MIN23";"Environnement, énergie et mer";"345";"Service public de l'énergie";"1";"Solidarité avec les zones non interconnectées au réseau métropolitain";"";"";"";"";"";"1490784466";""
"2017";"Budget général";"MIN23";"Environnement, énergie et mer";"345";"Service public de l'énergie";"2";"Protection des consommateurs en situation de précarité énergétique";"";"";"1900123";"";"";"468887613";""
"2017";"Budget général";"MIN23";"Environnement, énergie et mer";"345";"Service public de l'énergie";"3";"Soutien à la cogénération";"";"";"";"";"";"456530547";""
"2017";"Budget général";"MIN23";"Environnement, énergie et mer";"345";"Service public de l'énergie";"5";"Frais de support";"";"";"";"";"";"120756889";""
"2017";"Budget général";"MIN23";"Environnement, énergie et mer";"345";"Service public de l'énergie";"6";"Médiateur de l'énergie";"";"";"";"";"";"5000000";""
"2017";"Budget général";"MIN36";"Travail, emploi, formation professionnelle et dialogue social";"102";"Accès et retour à l'emploi";"1";"Amélioration de l’efficacité du service public de l’emploi";"";"";"1509439828";"";"";"1334013196";""
"2017";"Budget général";"MIN36";"Travail, emploi, formation professionnelle et dialogue social";"102";"Accès et retour à l'emploi";"2";"Amélioration des dispositifs en faveur de l’emploi des personnes les plus éloignées du marché du travail";"";"";"105751177";"";"";"4733238439";"5858134"
"2017";"Budget général";"MIN36";"Travail, emploi, formation professionnelle et dialogue social";"103";"Accompagnement des mutations économiques et développement de l'emploi";"1";"Anticipation et accompagnement des conséquences des mutations économiques sur l'emploi";"";"";"3968871";"";"";"1920045976";""
"2017";"Budget général";"MIN36";"Travail, emploi, formation professionnelle et dialogue social";"103";"Accompagnement des mutations économiques et développement de l'emploi";"2";"Amélioration de l'insertion dans l'emploi par l'adaptation des qualifications et la reconnaissance des compétences";"";"";"8542266";"";"";"2406174688";""
"2017";"Budget général";"MIN36";"Travail, emploi, formation professionnelle et dialogue social";"103";"Accompagnement des mutations économiques et développement de l'emploi";"3";"Développement de l'emploi";"";"";"1211714";"";"";"2780262624";""
"2017";"Budget général";"MIN36";"Travail, emploi, formation professionnelle et dialogue social";"111";"Amélioration de la qualité de l'emploi et des relations du travail";"1";"Santé et sécurité au travail";"";"";"18479085";"";"";"5308142";""
"2017";"Budget général";"MIN36";"Travail, emploi, formation professionnelle et dialogue social";"111";"Amélioration de la qualité de l'emploi et des relations du travail";"2";"Qualité et effectivité du droit";"";"";"2331077";"";"";"11367274";""
"2017";"Budget général";"MIN36";"Travail, emploi, formation professionnelle et dialogue social";"111";"Amélioration de la qualité de l'emploi et des relations du travail";"3";"Dialogue social et démocratie sociale";"";"";"10448444";"";"54491";"36384296";""
"2017";"Budget général";"MIN36";"Travail, emploi, formation professionnelle et dialogue social";"155";"Conception, gestion et évaluation des politiques de l'emploi et du travail";"7";"Fonds social européen - Assistance technique";"";"1098909";"7552969";"";"";"";""
"2017";"Budget général";"MIN36";"Travail, emploi, formation professionnelle et dialogue social";"155";"Conception, gestion et évaluation des politiques de l'emploi et du travail";"8";"Fonctionnement des services";"";"";"3845212";"";"84628";"199128";""
"2017";"Budget général";"MIN36";"Travail, emploi, formation professionnelle et dialogue social";"155";"Conception, gestion et évaluation des politiques de l'emploi et du travail";"9";"Systèmes d'information";"";"5035";"13893987";"";"87768";"";""
"2017";"Budget général";"MIN36";"Travail, emploi, formation professionnelle et dialogue social";"155";"Conception, gestion et évaluation des politiques de l'emploi et du travail";"10";"Affaires immobilières";"";"";"2261389";"";"";"";""
"2017";"Budget général";"MIN36";"Travail, emploi, formation professionnelle et dialogue social";"155";"Conception, gestion et évaluation des politiques de l'emploi et du travail";"11";"Communication";"";"";"3124620";"";"";"50023";""
"2017";"Budget général";"MIN36";"Travail, emploi, formation professionnelle et dialogue social";"155";"Conception, gestion et évaluation des politiques de l'emploi et du travail";"12";"Etudes, statistiques évaluation et recherche";"";"";"7393190";"";"";"190356";""
"2017";"Budget général";"MIN36";"Travail, emploi, formation professionnelle et dialogue social";"155";"Conception, gestion et évaluation des politiques de l'emploi et du travail";"13";"Politique des ressources humaines";"";"2520";"28127081";"";"";"601769";""
"2017";"Budget général";"MIN36";"Travail, emploi, formation professionnelle et dialogue social";"155";"Conception, gestion et évaluation des politiques de l'emploi et du travail";"14";"Personnels mettant en oeuvre les politiques d'accès et retour à l'emploi";"";"72936974";"";"";"";"";""
"2017";"Budget général";"MIN36";"Travail, emploi, formation professionnelle et dialogue social";"155";"Conception, gestion et évaluation des politiques de l'emploi et du travail";"15";"Personnels mettant en oeuvre les politiques d'accompagnement des mutations économiques et développement de l'emploi";"";"85106753";"";"";"";"";""
"2017";"Budget général";"MIN36";"Travail, emploi, formation professionnelle et dialogue social";"155";"Conception, gestion et évaluation des politiques de l'emploi et du travail";"16";"Personnels mettant en oeuvre les politiques d'amélioration de la qualité de l'emploi et des relations du travail";"";"338435122";"";"";"";"";""
"2017";"Budget général";"MIN36";"Travail, emploi, formation professionnelle et dialogue social";"155";"Conception, gestion et évaluation des politiques de l'emploi et du travail";"17";"Personnels de statistiques, études et recherche";"";"22426176";"";"";"";"";""
"2017";"Budget général";"MIN36";"Travail, emploi, formation professionnelle et dialogue social";"155";"Conception, gestion et évaluation des politiques de l'emploi et du travail";"18";"Personnels transversaux et de soutien";"";"99322595";"4074";"";"";"";""
"2017";"Budget général";"MIN39";"Logement et habitat durable";"109";"Aide à l'accès au logement";"1";"Aides personnelles";"";"";"";"";"";"15501772429";""
"2017";"Budget général";"MIN39";"Logement et habitat durable";"109";"Aide à l'accès au logement";"2";"Information relative au logement et accompagnement des publics en difficulté";"";"";"";"";"";"7453000";""
"2017";"Budget général";"MIN39";"Logement et habitat durable";"109";"Aide à l'accès au logement";"3";"Sécurisation des risques locatifs";"";"";"";"";"";"5734231";""
"2017";"Budget général";"MIN39";"Logement et habitat durable";"135";"Urbanisme, territoires et amélioration de l'habitat";"1";"Construction locative et amélioration du parc";"";"";"1491609";"";"2079";"479013773";""
"2017";"Budget général";"MIN39";"Logement et habitat durable";"135";"Urbanisme, territoires et amélioration de l'habitat";"2";"Soutien à l'accession à la propriété";"";"";"3408600";"";"";"";""
