"Année.RAP";"Type.de.Budget..Hors.Budgets.annexes.";"Code.Ministère.au.1er.janvier.2017";"Ministère.au.1er.janvier.2017";"Programme";"Libellé.programme";"Code.Action";"Action";"T1.EXEC.CP.2017";"T2.EXEC.CP.2017";"T3.EXEC.CP.2017";"T4.EXEC.CP.2017";"T5.EXEC.CP.2017";"T6.EXEC.CP.2017";"T7.EXEC.CP.2017"
"2017";"Budget général";"MIN06";"Éducation nationale, enseignement supérieur et recherche";"214";"Soutien de la politique de l'éducation nationale";"8";"Logistique, système d'information, immobilier";"";"280295971";"302785839";"";"98748849";"36801868";"0"
"2017";"Budget général";"MIN06";"Éducation nationale, enseignement supérieur et recherche";"214";"Soutien de la politique de l'éducation nationale";"9";"Certification";"";"136653746";"25307353";"";"";"2781678";""
"2017";"Budget général";"MIN06";"Éducation nationale, enseignement supérieur et recherche";"214";"Soutien de la politique de l'éducation nationale";"10";"Transports scolaires";"";"-240";"234785";"";"";"2970245";""
"2017";"Budget général";"MIN06";"Éducation nationale, enseignement supérieur et recherche";"230";"Vie de l'élève";"1";"Vie scolaire et éducation à la responsabilité";"";"919745589";"17713718";"";"";"1408854822";""
"2017";"Budget général";"MIN06";"Éducation nationale, enseignement supérieur et recherche";"230";"Vie de l'élève";"2";"Santé scolaire";"";"554720360";"2117850";"";"";"2722349";""
"2017";"Budget général";"MIN06";"Éducation nationale, enseignement supérieur et recherche";"230";"Vie de l'élève";"3";"Inclusion scolaire des élèves en situation de handicap";"";"540365820";"17029357";"";"45552";"390834459";""
"2017";"Budget général";"MIN06";"Éducation nationale, enseignement supérieur et recherche";"230";"Vie de l'élève";"4";"Action sociale";"";"190127971";"1639150";"";"";"640844830";""
"2017";"Budget général";"MIN06";"Éducation nationale, enseignement supérieur et recherche";"230";"Vie de l'élève";"5";"Politique de l'internat et établissements à la charge de l'Etat";"";"43425733";"679965";"";"";"15795278";""
"2017";"Budget général";"MIN06";"Éducation nationale, enseignement supérieur et recherche";"230";"Vie de l'élève";"6";"Actions éducatives complémentaires aux enseignements";"";"";"961470";"";"";"419935223";""
"2017";"Budget général";"MIN06";"Éducation nationale, enseignement supérieur et recherche";"231";"Vie étudiante";"1";"Aides directes";"";"";"29144129";"";"";"2200667866";""
"2017";"Budget général";"MIN06";"Éducation nationale, enseignement supérieur et recherche";"231";"Vie étudiante";"2";"Aides indirectes";"";"";"166289078";"";"5248113";"6931881";"87225065"
"2017";"Budget général";"MIN06";"Éducation nationale, enseignement supérieur et recherche";"231";"Vie étudiante";"3";"Santé des étudiants et activités associatives, culturelles et sportives";"";"";"45990477";"";"";"9927282";""
"2017";"Budget général";"MIN06";"Éducation nationale, enseignement supérieur et recherche";"231";"Vie étudiante";"4";"Pilotage et animation du programme";"";"";"89673502";"";"";"";"2631461"
"2017";"Budget général";"MIN07";"Économie et finances";"110";"Aide économique et financière au développement";"1";"Aide économique et financière multilatérale";"";"";"";"";"";"84241275";"492186669"
"2017";"Budget général";"MIN07";"Économie et finances";"110";"Aide économique et financière au développement";"2";"Aide économique et financière bilatérale";"";"";"5271684";"";"";"242845373";""
"2017";"Budget général";"MIN07";"Économie et finances";"110";"Aide économique et financière au développement";"3";"Traitement de la dette des pays pauvres";"";"";"";"";"";"37554325";"69890079"
"2017";"Budget général";"MIN07";"Économie et finances";"114";"Appels en garantie de l'État (crédits évaluatifs)";"2";"Soutien au domaine social, logement, santé";"";"";"";"";"";"32200000";""
"2017";"Budget général";"MIN07";"Économie et finances";"114";"Appels en garantie de l'État (crédits évaluatifs)";"3";"Financement des entreprises et industrie";"";"";"";"";"";"2783900";""
"2017";"Budget général";"MIN07";"Économie et finances";"117";"Charge de la dette et trésorerie de l'État (crédits évaluatifs)";"1";"Dette";"";"";"";"40650808999";"";"";""
"2017";"Budget général";"MIN07";"Économie et finances";"117";"Charge de la dette et trésorerie de l'État (crédits évaluatifs)";"3";"Trésorerie";"";"";"";"1046379408";"";"";""
"2017";"Budget général";"MIN07";"Économie et finances";"134";"Développement des entreprises et du tourisme";"2";"Commerce, artisanat et services";"";"31690355";"12268307";"";"";"17297323";""
"2017";"Budget général";"MIN07";"Économie et finances";"134";"Développement des entreprises et du tourisme";"3";"Actions en faveur des entreprises industrielles";"";"94272849";"3940520";"";"";"282670349";""
"2017";"Budget général";"MIN07";"Économie et finances";"134";"Développement des entreprises et du tourisme";"4";"Développement des télécommunications, des postes et de la société de l'information";"";"";"33813873";"";"";"125089575";""
"2017";"Budget général";"MIN07";"Économie et finances";"134";"Développement des entreprises et du tourisme";"7";"Développement international des entreprises et attractivité du territoire";"";"";"138109278";"";"";"14039052";"100000"
"2017";"Budget général";"MIN07";"Économie et finances";"134";"Développement des entreprises et du tourisme";"8";"Expertise, conseil et inspection";"";"17235975";"527";"";"";"3500";""
"2017";"Budget général";"MIN07";"Économie et finances";"134";"Développement des entreprises et du tourisme";"13";"Régulation des communications électroniques et des postes (ARCEP)";"";"15139907";"7101700";"";"";"";""
"2017";"Budget général";"MIN07";"Économie et finances";"134";"Développement des entreprises et du tourisme";"15";"Mise en oeuvre du droit de la concurrence (Autorité de la concurrence)";"";"16359275";"4624954";"";"701823";"";""
"2017";"Budget général";"MIN07";"Économie et finances";"134";"Développement des entreprises et du tourisme";"16";"Régulation concurrentielle des marchés";"";"67337794";"1400298";"";"0";"498";""
"2017";"Budget général";"MIN07";"Économie et finances";"134";"Développement des entreprises et du tourisme";"17";"Protection économique du consommateur";"";"109458420";"4116692";"";"386719";"8160444";""
"2017";"Budget général";"MIN07";"Économie et finances";"134";"Développement des entreprises et du tourisme";"18";"Sécurité du consommateur";"";"43855434";"1192196";"";"0";"981";""
"2017";"Budget général";"MIN07";"Économie et finances";"134";"Développement des entreprises et du tourisme";"20";"Financement des entreprises";"";"";"1500000000";"";"";"12785341";""
"2017";"Budget général";"MIN07";"Économie et finances";"134";"Développement des entreprises et du tourisme";"21";"Développement du tourisme";"";"";"2151495";"";"";"6102376";""
"2017";"Budget général";"MIN07";"Économie et finances";"134";"Développement des entreprises et du tourisme";"22";"Economie sociale et solidaire";"";"";"124797";"";"";"3297760";""
"2017";"Budget général";"MIN07";"Économie et finances";"145";"Épargne";"1";"Épargne logement";"";"";"1448571";"";"";"94261060";""
"2017";"Budget général";"MIN07";"Économie et finances";"145";"Épargne";"2";"Instruments de financement du logement";"";"";"558863";"";"";"781193";""
"2017";"Budget général";"MIN07";"Économie et finances";"156";"Gestion fiscale et financière de l'État et du secteur public local";"1";"Fiscalité des grandes entreprises";"";"110597133";"8874448";"";"";"";""
"2017";"Budget général";"MIN07";"Économie et finances";"156";"Gestion fiscale et financière de l'État et du secteur public local";"2";"Fiscalité des PME";"";"1547346707";"56627969";"";"7367358";"";""
"2017";"Budget général";"MIN07";"Économie et finances";"156";"Gestion fiscale et financière de l'État et du secteur public local";"3";"Fiscalité des particuliers et fiscalité directe locale";"";"2137861755";"82080240";"";"4952602";"";""
"2017";"Budget général";"MIN07";"Économie et finances";"156";"Gestion fiscale et financière de l'État et du secteur public local";"5";"Gestion financière de l'État hors fiscalité";"";"708594767";"12783844";"";"2354983";"";""
"2017";"Budget général";"MIN07";"Économie et finances";"156";"Gestion fiscale et financière de l'État et du secteur public local";"6";"Gestion des pensions";"";"60097250";"6687204";"";"273931";"694112";""
"2017";"Budget général";"MIN07";"Économie et finances";"156";"Gestion fiscale et financière de l'État et du secteur public local";"7";"Gestion financière du secteur public local hors fiscalité";"";"1324868086";"30150208";"";"640376";"142000";""
"2017";"Budget général";"MIN07";"Économie et finances";"156";"Gestion fiscale et financière de l'État et du secteur public local";"8";"Gestion des fonds déposés";"";"54163733";"248668";"";"2040976";"";""
"2017";"Budget général";"MIN07";"Économie et finances";"156";"Gestion fiscale et financière de l'État et du secteur public local";"9";"Soutien";"";"1037159575";"838485004";"";"21426718";"402412";"0"
"2017";"Budget général";"MIN07";"Économie et finances";"168";"Majoration de rentes";"1";"Participation de l'État aux majorations de rentes viagères";"";"";"";"";"";"260902407";""
"2017";"Budget général";"MIN07";"Économie et finances";"192";"Recherche et enseignement supérieur en matière économique et industrielle";"1";"Organismes de formation supérieure et de recherche";"";"100681783";"192675266";"";"";"6416962";"13565000"
"2017";"Budget général";"MIN07";"Économie et finances";"192";"Recherche et enseignement supérieur en matière économique et industrielle";"2";"Soutien et diffusion de l'innovation technologique";"";"";"24045263";"";"";"300721548";""
"2017";"Budget général";"MIN07";"Économie et finances";"192";"Recherche et enseignement supérieur en matière économique et industrielle";"3";"Soutien de la recherche industrielle stratégique";"";"";"26313";"";"";"224205027";""
"2017";"Budget général";"MIN07";"Économie et finances";"195";"Régimes de retraite des mines, de la SEITA et divers";"1";"Versements au fonds spécial de retraite de la caisse autonome nationale de sécurité sociale dans les mines";"";"";"";"";"";"1212718133";""
"2017";"Budget général";"MIN07";"Économie et finances";"195";"Régimes de retraite des mines, de la SEITA et divers";"2";"Régime de retraite de la SEITA";"";"";"";"";"";"156500000";""
"2017";"Budget général";"MIN07";"Économie et finances";"195";"Régimes de retraite des mines, de la SEITA et divers";"4";"Caisse des retraites des régies ferroviaires d'outre-mer";"";"";"";"";"";"2126108";""
"2017";"Budget général";"MIN07";"Économie et finances";"195";"Régimes de retraite des mines, de la SEITA et divers";"7";"Versements liés à la liquidation de l'ORTF";"";"";"";"";"";"250000";""
"2017";"Budget général";"MIN07";"Économie et finances";"195";"Régimes de retraite des mines, de la SEITA et divers";"11";"Régime de retraite complémentaire des exploitants agricoles (RCO)";"";"";"";"";"";"55000000";""
"2017";"Budget général";"MIN07";"Économie et finances";"200";"Remboursements et dégrèvements d'impôts d'État (crédits évaluatifs)";"11";"Remboursements et restitutions liés à la mécanique de l'impôt";"";"";"";"";"";"65659694799";""
"2017";"Budget général";"MIN07";"Économie et finances";"200";"Remboursements et dégrèvements d'impôts d'État (crédits évaluatifs)";"12";"Remboursements et dégrèvements liées à des politiques publiques";"";"";"";"";"";"16207967805";""
"2017";"Budget général";"MIN07";"Économie et finances";"200";"Remboursements et dégrèvements d'impôts d'État (crédits évaluatifs)";"13";"Remboursements et dégrèvements liés à la gestion des produits de l'Etat";"";"";"3808937793";"";"";"14232061460";""
"2017";"Budget général";"MIN07";"Économie et finances";"201";"Remboursements et dégrèvements d'impôts locaux (crédits évaluatifs)";"1";"Taxe professionnelle et contribution économique territoriale  et autres impôts économiques créés ou modifiés dans le cadre de la réforme de la taxe professionnelle";"";"";"15282532";"";"";"6954220292";""
"2017";"Budget général";"MIN07";"Économie et finances";"201";"Remboursements et dégrèvements d'impôts locaux (crédits évaluatifs)";"2";"Taxes foncières";"";"";"2878407";"";"";"1505268747";""
"2017";"Budget général";"MIN07";"Économie et finances";"201";"Remboursements et dégrèvements d'impôts locaux (crédits évaluatifs)";"3";"Taxe d'habitation";"";"";"";"";"";"3673686965";""
"2017";"Budget général";"MIN07";"Économie et finances";"201";"Remboursements et dégrèvements d'impôts locaux (crédits évaluatifs)";"4";"Admission en non valeur d'impôts locaux";"";"";"";"";"";"512956690";""
"2017";"Budget général";"MIN07";"Économie et finances";"218";"Conduite et pilotage des politiques économiques et financières";"1";"Etat-major et politiques transversales";"";"151171152";"136829618";"";"1537517";"114969";"358600"
"2017";"Budget général";"MIN07";"Économie et finances";"218";"Conduite et pilotage des politiques économiques et financières";"2";"Expertise, audit, évaluation et contrôle";"";"69475792";"2087933";"";"181964";"";""
"2017";"Budget général";"MIN07";"Économie et finances";"218";"Conduite et pilotage des politiques économiques et financières";"5";"Prestations d'appui et support";"";"193808955";"257900590";"";"193225347";"14318571";"3461"
"2017";"Budget général";"MIN07";"Économie et finances";"218";"Conduite et pilotage des politiques économiques et financières";"7";"Pilotage des finances publiques et projets interministériels";"";"79923884";"59097044";"";"16623923";"103000";""
"2017";"Budget général";"MIN07";"Économie et finances";"220";"Statistiques et études économiques";"1";"Infrastructure statistique";"";"100686162";"6712773";"";"286437";"23347879";""
"2017";"Budget général";"MIN07";"Économie et finances";"220";"Statistiques et études économiques";"2";"Information sur les entreprises et synthèses économiques";"";"52109829";"1981748";"";"11328";"";""
"2017";"Budget général";"MIN07";"Économie et finances";"220";"Statistiques et études économiques";"3";"Information démographique et sociale";"";"61851610";"4545499";"";"";"";""
"2017";"Budget général";"MIN07";"Économie et finances";"220";"Statistiques et études économiques";"5";"Pilotage et soutien";"";"101573133";"36968114";"";"599381";"4500";""
"2017";"Budget général";"MIN07";"Économie et finances";"220";"Statistiques et études économiques";"6";"Action régionale";"";"51492805";"344084";"";"";"";""
"2017";"Budget général";"MIN07";"Économie et finances";"220";"Statistiques et études économiques";"7";"Formation initiale";"";"5676069";"";"";"";"";""
"2017";"Budget général";"MIN07";"Économie et finances";"302";"Facilitation et sécurisation des échanges";"1";"Surveillance douanière des flux de personnes et de marchandises et lutte contre la grande fraude douanière.";"";"491105322";"12943800";"";"1985135";"";""
"2017";"Budget général";"MIN07";"Économie et finances";"302";"Facilitation et sécurisation des échanges";"3";"Préservation de la sécurité et de la sûreté de l'espace national et européen";"";"106076180";"26061827";"";"28305471";"";""
"2017";"Budget général";"MIN07";"Économie et finances";"302";"Facilitation et sécurisation des échanges";"4";"Promotion des échanges internationaux et qualité du dédouanement";"";"207255412";"3824256";"";"3297133";"";""
"2017";"Budget général";"MIN07";"Économie et finances";"302";"Facilitation et sécurisation des échanges";"5";"Fiscalité douanière, énergétique et environnementale";"";"138006174";"1785120";"";"1792507";"82935862";""
"2017";"Budget général";"MIN07";"Économie et finances";"302";"Facilitation et sécurisation des échanges";"6";"Soutien des services opérationnels";"";"251892668";"141088090";"";"15890396";"1156367";""
"2017";"Budget général";"MIN07";"Économie et finances";"305";"Stratégie économique et fiscale";"1";"Définition et mise en oeuvre de la politique économique et financière de la France dans le cadre national, international et européen";"";"64242015";"267507555";"";"81426";"2109218";""
"2017";"Budget général";"MIN07";"Économie et finances";"305";"Stratégie économique et fiscale";"2";"Développement international de l'économie française";"";"71766904";"13002605";"";"210300";"505";"144"
"2017";"Budget général";"MIN07";"Économie et finances";"305";"Stratégie économique et fiscale";"3";"Elaboration de la législation fiscale";"";"15438460";"";"";"";"";""
"2017";"Budget général";"MIN07";"Économie et finances";"336";"Dotation du Mécanisme européen de stabilité";"1";"Dotation du Mécanisme européen de stabilité";"";"";"";"";"";"86712706";""
"2017";"Budget général";"MIN07";"Économie et finances";"343";"Plan 'France Très haut débit'";"1";"Réseaux d'initiative publique";"";"";"";"";"";"8100043";""
"2017";"Budget général";"MIN07";"Économie et finances";"344";"Fonds de soutien relatif aux prêts et contrats financiers structurés à risque";"1";"Fonds de soutien relatif aux prêts et contrats financiers structurés à risque";"";"";"35820";"";"";"173968015";""
"2017";"Budget général";"MIN07";"Économie et finances";"501";"Présidence de la République";"1";"Présidence de la République";"100000000";"";"";"";"";"";""
"2017";"Budget général";"MIN07";"Économie et finances";"511";"Assemblée nationale";"1";"Assemblée nationale";"517890000";"";"";"";"";"";""
"2017";"Budget général";"MIN07";"Économie et finances";"521";"Sénat";"2";"Jardin du Luxembourg";"323584600";"";"";"";"";"";""
"2017";"Budget général";"MIN07";"Économie et finances";"531";"Conseil constitutionnel";"1";"Conseil constitutionnel";"13696974";"";"";"";"";"";""
"2017";"Budget général";"MIN07";"Économie et finances";"533";"Cour de justice de la République";"1";"Cour de justice de la République";"861500";"";"";"";"";"";""
"2017";"Budget général";"MIN07";"Économie et finances";"541";"La Chaîne parlementaire";"1";"La Chaîne parlementaire - Assemblée nationale";"16641162";"";"";"";"";"";""
"2017";"Budget général";"MIN07";"Économie et finances";"541";"La Chaîne parlementaire";"2";"Public Sénat";"18246000";"";"";"";"";"";""
"2017";"Budget général";"MIN09";"Intérieur";"104";"Intégration et accès à la nationalité française";"11";"Accueil des étrangers primo arrivants";"";"";"113803983";"";"";"10508000";""
"2017";"Budget général";"MIN09";"Intérieur";"104";"Intégration et accès à la nationalité française";"12";"Actions d'accompagnement des étrangers en situation régulière";"";"";"1080829";"";"";"26158328";""
"2017";"Budget général";"MIN09";"Intérieur";"104";"Intégration et accès à la nationalité française";"14";"Accès à la nationalité française";"";"";"943680";"";"36404";"";""
"2017";"Budget général";"MIN09";"Intérieur";"104";"Intégration et accès à la nationalité française";"15";"Accompagnement des réfugiés";"";"";"";"";"";"31262479";""
"2017";"Budget général";"MIN09";"Intérieur";"104";"Intégration et accès à la nationalité française";"16";"Accompagnement du plan de traitement des foyers de  travailleurs migrants";"";"";"1200";"";"15800";"4743080";""
"2017";"Budget général";"MIN09";"Intérieur";"122";"Concours spécifiques et administration";"1";"Aides exceptionnelles aux collectivités territoriales";"";"";"";"";"";"317235605";""
"2017";"Budget général";"MIN09";"Intérieur";"122";"Concours spécifiques et administration";"2";"Administration des relations avec les collectivités territoriales";"";"";"1645832";"";"773904";"12962";""
"2017";"Budget général";"MIN09";"Intérieur";"122";"Concours spécifiques et administration";"4";"Dotations Outre-Mer";"";"";"";"";"";"139314474";""
"2017";"Budget général";"MIN09";"Intérieur";"152";"Gendarmerie nationale";"1";"Ordre et sécurité publics";"";"3409938255";"1080";"";"";"";""
"2017";"Budget général";"MIN09";"Intérieur";"152";"Gendarmerie nationale";"2";"Sécurité routière";"";"738294522";"48302";"";"";"";""
"2017";"Budget général";"MIN09";"Intérieur";"152";"Gendarmerie nationale";"3";"Missions de police judiciaire et concours à la justice";"";"2041857244";"";"";"";"";""
"2017";"Budget général";"MIN09";"Intérieur";"152";"Gendarmerie nationale";"4";"Commandement, ressources humaines et logistique";"";"997100844";"1151255749";"";"163643229";"7059353";""
"2017";"Budget général";"MIN09";"Intérieur";"152";"Gendarmerie nationale";"5";"Exercice des missions militaires";"";"144432990";"";"";"";"";""
"2017";"Budget général";"MIN09";"Intérieur";"161";"Sécurité civile";"11";"Prévention et gestion de crises";"";"10734843";"23928404";"";"8344030";"9171612";""
"2017";"Budget général";"MIN09";"Intérieur";"161";"Sécurité civile";"12";"Préparation et interventions spécialisées des moyens nationaux";"";"152733792";"120004230";"";"21234888";"142263";""
"2017";"Budget général";"MIN09";"Intérieur";"161";"Sécurité civile";"13";"Soutien aux acteurs de la sécurité civile";"";"2852941";"36033300";"";"5953927";"103667000";"2226175"
"2017";"Budget général";"MIN09";"Intérieur";"161";"Sécurité civile";"14";"Fonctionnement, soutien et logistique";"";"5644459";"4383864";"";"531831";"88301";""
"2017";"Budget général";"MIN09";"Intérieur";"176";"Police nationale";"1";"Ordre public et protection de la souveraineté";"";"1208094921";"15";"";"";"";""
"2017";"Budget général";"MIN09";"Intérieur";"176";"Police nationale";"2";"Sécurité et paix publiques";"";"3009002150";"5916";"";"";"";""
"2017";"Budget général";"MIN09";"Intérieur";"176";"Police nationale";"3";"Sécurité routière";"";"452324900";"";"";"";"";""
"2017";"Budget général";"MIN09";"Intérieur";"176";"Police nationale";"4";"Police des étrangers et sûreté des transports internationaux";"";"825403454";"261";"";"";"";""
"2017";"Budget général";"MIN09";"Intérieur";"176";"Police nationale";"5";"Missions de police judiciaire et concours à la justice";"";"2790023583";"";"";"";"";""
"2017";"Budget général";"MIN09";"Intérieur";"176";"Police nationale";"6";"Commandement, ressources humaines et logistique";"";"889401469";"903716819";"";"197352335";"35174570";"700102"
"2017";"Budget général";"MIN09";"Intérieur";"207";"Sécurité et éducation routières";"1";"Observation, prospective, réglementation et soutien au programme";"";"";"950975";"";"";"757880";""
"2017";"Budget général";"MIN09";"Intérieur";"207";"Sécurité et éducation routières";"2";"Démarches interministérielles et communication";"";"";"15338268";"";"121261";"3295911";""
"2017";"Budget général";"MIN09";"Intérieur";"207";"Sécurité et éducation routières";"3";"Éducation routière";"";"";"11616255";"";"736317";"2515970";""
"2017";"Budget général";"MIN09";"Intérieur";"216";"Conduite et pilotage des politiques de l'intérieur";"1";"État-major et services centraux";"";"315555794";"29282725";"";"298030";"137000";""
"2017";"Budget général";"MIN09";"Intérieur";"216";"Conduite et pilotage des politiques de l'intérieur";"3";"Système d'information et de communication";"";"";"61856069";"";"20037618";"";""
"2017";"Budget général";"MIN09";"Intérieur";"216";"Conduite et pilotage des politiques de l'intérieur";"4";"Action sociale et formation";"";"9051";"38371686";"";"432364";"18632";""
"2017";"Budget général";"MIN09";"Intérieur";"216";"Conduite et pilotage des politiques de l'intérieur";"5";"Affaires immobilières";"";"";"131484585";"";"6599533";"";""
"2017";"Budget général";"MIN09";"Intérieur";"216";"Conduite et pilotage des politiques de l'intérieur";"6";"Affaires juridiques et contentieuses";"";"680";"139333050";"";"";"361";""
"2017";"Budget général";"MIN09";"Intérieur";"216";"Conduite et pilotage des politiques de l'intérieur";"8";"Immigration, asile et intégration";"";"36460683";"";"";"";"";""
"2017";"Budget général";"MIN09";"Intérieur";"216";"Conduite et pilotage des politiques de l'intérieur";"9";"Sécurité et éducation routières";"";"90709435";"1043";"";"";"";""
"2017";"Budget général";"MIN09";"Intérieur";"216";"Conduite et pilotage des politiques de l'intérieur";"10";"Fonds interministériel de prévention de la délinquance";"";"";"1865130";"";"";"71049622";""
"2017";"Budget général";"MIN09";"Intérieur";"232";"Vie politique, cultuelle et associative";"1";"Financement des partis";"";"";"";"";"";"63172806";""
"2017";"Budget général";"MIN09";"Intérieur";"232";"Vie politique, cultuelle et associative";"2";"Organisation des élections";"";"19418481";"245792699";"";"28848";"32550759";""
"2017";"Budget général";"MIN09";"Intérieur";"232";"Vie politique, cultuelle et associative";"3";"Commission nationale des comptes de campagne et des financements politiques";"";"3488117";"2469379";"";"";"";""
"2017";"Budget général";"MIN09";"Intérieur";"232";"Vie politique, cultuelle et associative";"4";"Cultes";"";"";"1267469";"";"452740";"2090866";""
"2017";"Budget général";"MIN09";"Intérieur";"232";"Vie politique, cultuelle et associative";"5";"Vie associative";"";"";"14440";"";"4488";"93000";""
"2017";"Budget général";"MIN09";"Intérieur";"303";"Immigration et asile";"1";"Circulation des étrangers et politique des visas";"";"";"1640";"";"";"";""
"2017";"Budget général";"MIN09";"Intérieur";"303";"Immigration et asile";"2";"Garantie de l'exercice du droit d'asile";"";"";"80419139";"";"";"1061191616";""
"2017";"Budget général";"MIN09";"Intérieur";"303";"Immigration et asile";"3";"Lutte contre l'immigration irrégulière";"";"";"62352020";"";"1977605";"28986703";""
"2017";"Budget général";"MIN09";"Intérieur";"303";"Immigration et asile";"4";"Soutien";"";"";"26126108";"";"9777462";"1182115";"200000"
"2017";"Budget général";"MIN09";"Intérieur";"307";"Administration territoriale";"1";"Coordination de la sécurité des personnes et des biens";"";"174022192";"350838";"";"";"";""
"2017";"Budget général";"MIN09";"Intérieur";"307";"Administration territoriale";"2";"Réglementation générale, garantie de l'identité et de la nationalité et délivrance des titres";"";"685008271";"24084382";"";"88667";"33220580";""
"2017";"Budget général";"MIN09";"Intérieur";"307";"Administration territoriale";"3";"Contrôle de légalité et conseil aux collectivités territoriales";"";"161548680";"2791";"";"";"";""
"2017";"Budget général";"MIN09";"Intérieur";"307";"Administration territoriale";"4";"Pilotage territorial des politiques gouvernementales";"";"451217224";"11110068";"";"3627928";"6750";""
"2017";"Budget général";"MIN09";"Intérieur";"307";"Administration territoriale";"5";"Animation et soutien du réseau";"";"11620816";"128320125";"";"20970317";"76181";""
"2017";"Budget général";"MIN10";"Justice";"101";"Accès au droit et à la justice";"1";"Aide juridictionnelle";"";"";"51503";"";"";"342370649";""
"2017";"Budget général";"MIN10";"Justice";"101";"Accès au droit et à la justice";"2";"Développement de l'accès au droit et du réseau judiciaire de proximité";"";"";"141860";"";"";"7779017";""
"2017";"Budget général";"MIN10";"Justice";"101";"Accès au droit et à la justice";"3";"Aide aux victimes";"";"";"56741";"";"";"23739616";""
"2017";"Budget général";"MIN10";"Justice";"101";"Accès au droit et à la justice";"4";"Médiation familiale et espaces de rencontre";"";"";"";"";"";"5166718";""
"2017";"Budget général";"MIN10";"Justice";"107";"Administration pénitentiaire";"1";"Garde et contrôle des personnes placées sous main de justice";"";"1726998706";"211535735";"";"245681100";"804935";""
"2017";"Budget général";"MIN10";"Justice";"107";"Administration pénitentiaire";"2";"Accueil et accompagnement des personnes placées sous main de justice";"";"343427756";"530913072";"";"4262239";"99119871";""
"2017";"Budget général";"MIN10";"Justice";"107";"Administration pénitentiaire";"4";"Soutien et formation";"";"265418133";"100529324";"";"2809105";"364313";"99440"
"2017";"Budget général";"MIN10";"Justice";"166";"Justice judiciaire";"1";"Traitement et jugement des contentieux civils";"";"916873642";"55783616";"";"";"";""
"2017";"Budget général";"MIN10";"Justice";"166";"Justice judiciaire";"2";"Conduite de la politique pénale et jugement des affaires pénales";"";"741067740";"439701428";"";"-23997";"";""
"2017";"Budget général";"MIN10";"Justice";"166";"Justice judiciaire";"3";"Cassation";"";"60531507";"";"";"";"";""
"2017";"Budget général";"MIN10";"Justice";"166";"Justice judiciaire";"5";"Enregistrement des décisions judiciaires";"";"12509669";"";"";"";"";""
"2017";"Budget général";"MIN10";"Justice";"166";"Justice judiciaire";"6";"Soutien";"";"410868241";"359775097";"";"124825167";"2067173";""
"2017";"Budget général";"MIN10";"Justice";"166";"Justice judiciaire";"7";"Formation";"";"107074130";"37721487";"";"";"";""
"2017";"Budget général";"MIN10";"Justice";"166";"Justice judiciaire";"8";"Support à l'accès au droit et à la justice";"";"23136519";"";"";"";"";""
"2017";"Budget général";"MIN10";"Justice";"182";"Protection judiciaire de la jeunesse";"1";"Mise en oeuvre des décisions judiciaires";"";"389554454";"53045959";"0";"5022924";"224427769";""
"2017";"Budget général";"MIN10";"Justice";"182";"Protection judiciaire de la jeunesse";"3";"Soutien";"";"91041421";"17210695";"25";"2144849";"0";""
"2017";"Budget général";"MIN10";"Justice";"182";"Protection judiciaire de la jeunesse";"4";"Formation";"";"20140101";"10350495";"";"";"";""
"2017";"Budget général";"MIN10";"Justice";"310";"Conduite et pilotage de la politique de la justice";"1";"État major";"";"9061385";"856730";"";"";"539782";""
"2017";"Budget général";"MIN10";"Justice";"310";"Conduite et pilotage de la politique de la justice";"2";"Activité normative";"";"25345960";"";"";"";"";""
"2017";"Budget général";"MIN10";"Justice";"310";"Conduite et pilotage de la politique de la justice";"3";"Évaluation, contrôle, études et recherche";"";"15578709";"139829";"";"";"749145";""
"2017";"Budget général";"MIN10";"Justice";"310";"Conduite et pilotage de la politique de la justice";"4";"Gestion de l'administration centrale";"";"57642969";"51407432";"";"532941";"245565";""
"2017";"Budget général";"MIN10";"Justice";"310";"Conduite et pilotage de la politique de la justice";"9";"Action informatique ministérielle";"";"26979352";"95076108";"";"34604435";"";""
"2017";"Budget général";"MIN10";"Justice";"310";"Conduite et pilotage de la politique de la justice";"10";"Action sociale ministérielle";"";"14492386";"21721946";"";"";"9751";""
"2017";"Budget général";"MIN10";"Justice";"335";"Conseil supérieur de la magistrature";"1";"Conseil supérieur de la magistrature";"";"2442197";"1701788";"";"23054";"";""
"2017";"Budget général";"MIN12";"Services du Premier ministre";"112";"Impulsion et coordination de la politique d'aménagement du territoire";"1";"Attractivité économique et compétitivité des territoires";"";"";"6388106";"";"";"60897605";""
"2017";"Budget général";"MIN12";"Services du Premier ministre";"112";"Impulsion et coordination de la politique d'aménagement du territoire";"2";"Développement solidaire et équilibré des territoires";"";"";"960100";"";"";"111681374";""
"2017";"Budget général";"MIN12";"Services du Premier ministre";"112";"Impulsion et coordination de la politique d'aménagement du territoire";"4";"Instruments de pilotage et d'étude";"";"19929787";"11242387";"";"103818";"3744607";""
"2017";"Budget général";"MIN12";"Services du Premier ministre";"126";"Conseil économique, social et environnemental";"2";"Fonctionnement de l'institution";"";"";"5791068";"";"";"";""
"2017";"Budget général";"MIN12";"Services du Premier ministre";"126";"Conseil économique, social et environnemental";"3";"Communication et international";"";"35425261";"";"";"";"";""
