"Ministère";"Libellé.ministère";"Programme";"Libellé.programme";"Action";"Libellé.action";"T1";"T2";"T3";"T4";"T5";"T6";"T7";"Total.général"
"36";"Travail, emploi, formation professionnelle et dialogue social";"155";"Conception, gestion et évaluation des politiques de l'emploi et du travail";"9";"Systèmes d'information";"";"2563";"14094850";"";"1523984";"";"";"15621397"
"36";"Travail, emploi, formation professionnelle et dialogue social";"155";"Conception, gestion et évaluation des politiques de l'emploi et du travail";"10";"Affaires immobilières";"";"";"6660813";"";"";"";"";"6660813"
"36";"Travail, emploi, formation professionnelle et dialogue social";"155";"Conception, gestion et évaluation des politiques de l'emploi et du travail";"11";"Communication";"";"";"5081577";"";"";"5500";"";"5087077"
"36";"Travail, emploi, formation professionnelle et dialogue social";"155";"Conception, gestion et évaluation des politiques de l'emploi et du travail";"12";"Etudes, statistiques évaluation et recherche";"";"";"9324651";"";"";"174528";"";"9499179"
"36";"Travail, emploi, formation professionnelle et dialogue social";"155";"Conception, gestion et évaluation des politiques de l'emploi et du travail";"13";"Politique des ressources humaines";"";"22909";"32891968";"";"15120";"";"";"32929997"
"36";"Travail, emploi, formation professionnelle et dialogue social";"155";"Conception, gestion et évaluation des politiques de l'emploi et du travail";"14";"Personnels mettant en oeuvre les politiques d'accès et retour à l'emploi";"";"96525589";"130";"";"";"";"";"96525719"
"36";"Travail, emploi, formation professionnelle et dialogue social";"155";"Conception, gestion et évaluation des politiques de l'emploi et du travail";"15";"Personnels mettant en oeuvre les politiques d'accompagnement des mutations économiques et développement de l'emploi";"";"95848169";"";"";"";"";"";"95848169"
"36";"Travail, emploi, formation professionnelle et dialogue social";"155";"Conception, gestion et évaluation des politiques de l'emploi et du travail";"16";"Personnels mettant en oeuvre les politiques d'amélioration de la qualité de l'emploi et des relations du travail";"";"287586451";"";"";"";"";"";"287586451"
"36";"Travail, emploi, formation professionnelle et dialogue social";"155";"Conception, gestion et évaluation des politiques de l'emploi et du travail";"17";"Personnels de statistiques, études et recherche";"";"20814756";"";"";"";"";"";"20814756"
"36";"Travail, emploi, formation professionnelle et dialogue social";"155";"Conception, gestion et évaluation des politiques de l'emploi et du travail";"18";"Personnels transversaux et de soutien";"";"123293174";"55646";"";"";"";"";"123348820"
"36";"Travail, emploi, formation professionnelle et dialogue social";"412";"Formation et mutations économiques";"1";"Partenariats territoriaux pour l'emploi et la formation";"";"";"";"";"";"0";"";"0"
"39";"Logement, égalité des territoires et ruralité";"109";"Aide à l'accès au logement";"1";"Aides personnelles";"";"";"";"";"";"10743115591";"";"10743115591"
"39";"Logement, égalité des territoires et ruralité";"109";"Aide à l'accès au logement";"2";"Information relative au logement et accompagnement des publics en difficulté";"";"";"";"";"";"7427998";"";"7427998"
"39";"Logement, égalité des territoires et ruralité";"109";"Aide à l'accès au logement";"3";"Sécurisation des risques locatifs";"";"";"";"";"";"3774132";"";"3774132"
"39";"Logement, égalité des territoires et ruralité";"135";"Urbanisme, territoires et amélioration de l'habitat";"1";"Construction locative et amélioration du parc";"";"";"2346414";"";"";"304569781";"";"306916195"
"39";"Logement, égalité des territoires et ruralité";"135";"Urbanisme, territoires et amélioration de l'habitat";"2";"Soutien à l'accession à la propriété";"";"";"3583400";"";"";"";"";"3583400"
"39";"Logement, égalité des territoires et ruralité";"135";"Urbanisme, territoires et amélioration de l'habitat";"3";"Lutte contre l'habitat indigne";"";"";"2559115";"";"0";"2519192";"";"5078307"
"39";"Logement, égalité des territoires et ruralité";"135";"Urbanisme, territoires et amélioration de l'habitat";"4";"Réglementation, politique technique et qualité de la construction";"";"";"-16769447";"";"";"85346508";"0";"68577061"
"39";"Logement, égalité des territoires et ruralité";"135";"Urbanisme, territoires et amélioration de l'habitat";"5";"Soutien";"";"";"13412139";"";"2211615";"2336959";"0";"17960713"
"39";"Logement, égalité des territoires et ruralité";"135";"Urbanisme, territoires et amélioration de l'habitat";"7";"Urbanisme et aménagement";"";"";"7255778";"";"0";"48460286";"";"55716064"
"39";"Logement, égalité des territoires et ruralité";"177";"Prévention de l'exclusion et insertion des personnes vulnérables";"11";"Prévention de l'exclusion";"";"";"85830";"";"";"64934493";"";"65020323"
"39";"Logement, égalité des territoires et ruralité";"177";"Prévention de l'exclusion et insertion des personnes vulnérables";"12";"Hébergement et logement adapté";"";"";"7442293";"";"";"1501509601";"";"1508951894"
"39";"Logement, égalité des territoires et ruralité";"177";"Prévention de l'exclusion et insertion des personnes vulnérables";"14";"Conduite et animation des politiques de l'hébergement et de l'inclusion sociale";"";"";"2246028";"";"";"15056678";"";"17302706"
"39";"Logement, égalité des territoires et ruralité";"337";"Conduite et pilotage des politiques du logement et de l’égalité des territoires";"1";"Personnels oeuvrant pour les politiques de l'urbanisme, de l'aménagement, du logement et de l'habitat";"";"0";"";"";"";"";"";"0"
"39";"Logement, égalité des territoires et ruralité";"337";"Conduite et pilotage des politiques du logement et de l’égalité des territoires";"2";"Personnels oeuvrant au soutien du programme "" Conduite et pilotage des politiques du logement et de l’égalité des territoires """;"";"0";"";"";"";"";"";"0"
"39";"Logement, égalité des territoires et ruralité";"414";"Ville et territoires durables";"1";"Projets territoriaux intégrés pour la transition énergétique";"";"";"";"";"";"0";"0";"0"
"39";"Logement, égalité des territoires et ruralité";"414";"Ville et territoires durables";"2";"Ville durable et solidaire, excellence environnementale du renouvellement urbain";"";"";"0";"";"";"0";"";"0"
"44";"Outre-mer";"123";"Conditions de vie outre-mer";"1";"Logement";"";"";"481405";"";"";"197709474";"";"198190879"
"44";"Outre-mer";"123";"Conditions de vie outre-mer";"2";"Aménagement  du territoire";"";"";"8131688";"";"500413";"145802454";"";"154434555"
"44";"Outre-mer";"123";"Conditions de vie outre-mer";"3";"Continuité territoriale";"";"";"10484143";"";"";"31912202";"";"42396345"
"44";"Outre-mer";"123";"Conditions de vie outre-mer";"4";"Sanitaire, social, culture, jeunesse et sports";"";"";"14177";"";"";"21783467";"";"21797644"
"44";"Outre-mer";"123";"Conditions de vie outre-mer";"6";"Collectivités territoriales";"";"";"433223";"";"44813";"166650787";"";"167128823"
"44";"Outre-mer";"123";"Conditions de vie outre-mer";"7";"Insertion économique et coopération régionales";"";"";"170505";"";"";"888462";"";"1058967"
"44";"Outre-mer";"123";"Conditions de vie outre-mer";"8";"Fonds exceptionnel d'investissement";"";"";"0";"";"";"23883174";"";"23883174"
"44";"Outre-mer";"123";"Conditions de vie outre-mer";"9";"Appui à l'accès aux financements bancaires";"";"";"";"";"";"10681669";"";"10681669"
"44";"Outre-mer";"138";"Emploi outre-mer";"1";"Soutien aux entreprises";"";"";"41264";"";"";"1100808102";"";"1100849366"
"44";"Outre-mer";"138";"Emploi outre-mer";"2";"Aide à l'insertion et à la qualification professionnelle";"";"143818921";"68678295";"";"23662755";"32953541";"";"269113512"
"44";"Outre-mer";"138";"Emploi outre-mer";"3";"Pilotage des politiques des outre-mer";"";"";"2541132";"";"0";"341500";"";"2882632"
"52";"Ville, jeunesse et sports";"163";"Jeunesse et vie associative";"1";"Développement de la vie associative";"";"";"160796";"";"";"14299947";"";"14460743"
"52";"Ville, jeunesse et sports";"163";"Jeunesse et vie associative";"2";"Actions en faveur de la jeunesse et de l'éducation populaire";"";"";"2127617";"";"";"73052112";"";"75179729"
"52";"Ville, jeunesse et sports";"163";"Jeunesse et vie associative";"4";"Actions particulières en direction de la jeunesse";"";"";"176123665";"";"";"-325935";"";"175797730"
"52";"Ville, jeunesse et sports";"219";"Sport";"1";"Promotion du sport pour le plus grand nombre";"";"";"4028331";"";"";"25658945";"0";"29687276"
"52";"Ville, jeunesse et sports";"219";"Sport";"2";"Développement du sport de haut niveau";"";"";"84314780";"";"12689962";"64087909";"4777163";"165869814"
"52";"Ville, jeunesse et sports";"219";"Sport";"3";"Prévention par le sport et protection des sportifs";"";"";"745947";"";"";"15479995";"";"16225942"
"52";"Ville, jeunesse et sports";"219";"Sport";"4";"Promotion des métiers du sport";"";"";"20024948";"";"";"6945886";"";"26970834"
"52";"Ville, jeunesse et sports";"411";"Projets innovants en faveur de la jeunesse";"1";"Favoriser des politiques de jeunesse intégrées, à l'échelle d'un territoire";"";"";"";"";"";"0";"";"0"
"56";"Affaires sociales, santé et droits des femmes";"106";"Actions en faveur des familles vulnérables";"1";"Accompagnement des jeunes et des familles vulnérables";"";"";"0";"";"";"0";"";"0"
"56";"Affaires sociales, santé et droits des femmes";"106";"Actions en faveur des familles vulnérables";"2";"Soutien en faveur des familles monoparentales";"";"";"";"";"";"0";"";"0"
"56";"Affaires sociales, santé et droits des femmes";"106";"Actions en faveur des familles vulnérables";"3";"Protection des enfants et des familles";"";"";"0";"";"";"0";"";"0"
"56";"Affaires sociales, santé et droits des femmes";"124";"Conduite et soutien des politiques sanitaires, sociales, du sport, de la jeunesse et de la vie associative";"10";"Fonctionnement des services";"";"0";"20573779";"";"438737";"205345";"";"21217861"
"56";"Affaires sociales, santé et droits des femmes";"124";"Conduite et soutien des politiques sanitaires, sociales, du sport, de la jeunesse et de la vie associative";"11";"Systèmes d'information";"";"";"51944699";"";"696371";"";"";"52641070"
"56";"Affaires sociales, santé et droits des femmes";"124";"Conduite et soutien des politiques sanitaires, sociales, du sport, de la jeunesse et de la vie associative";"12";"Affaires immobilières";"";"";"81323907";"";"0";"";"";"81323907"
"56";"Affaires sociales, santé et droits des femmes";"124";"Conduite et soutien des politiques sanitaires, sociales, du sport, de la jeunesse et de la vie associative";"13";"Certification des formations";"";"";"1810305";"";"";"107587";"";"1917892"
"56";"Affaires sociales, santé et droits des femmes";"124";"Conduite et soutien des politiques sanitaires, sociales, du sport, de la jeunesse et de la vie associative";"14";"Communication";"";"";"5027308";"";"";"20000";"";"5047308"
"56";"Affaires sociales, santé et droits des femmes";"124";"Conduite et soutien des politiques sanitaires, sociales, du sport, de la jeunesse et de la vie associative";"15";"Affaires européennes et internationales";"";"";"4136836";"";"";"2701096";"0";"6837932"
"56";"Affaires sociales, santé et droits des femmes";"124";"Conduite et soutien des politiques sanitaires, sociales, du sport, de la jeunesse et de la vie associative";"16";"Statistiques, études et recherche";"";"";"7442260";"";"";"2488621";"";"9930881"
"56";"Affaires sociales, santé et droits des femmes";"124";"Conduite et soutien des politiques sanitaires, sociales, du sport, de la jeunesse et de la vie associative";"17";"Financement des agences régionales de santé";"";"";"569694870";"";"";"";"";"569694870"
"56";"Affaires sociales, santé et droits des femmes";"124";"Conduite et soutien des politiques sanitaires, sociales, du sport, de la jeunesse et de la vie associative";"18";"Personnels mettant en oeuvre les politiques sociales et de la santé";"";"255626369";"";"";"";"0";"";"255626369"
"56";"Affaires sociales, santé et droits des femmes";"124";"Conduite et soutien des politiques sanitaires, sociales, du sport, de la jeunesse et de la vie associative";"19";"Personnels mettant en oeuvre les politiques du sport, de la jeunesse, de l'éducation populaire et de la vie associative";"";"292705146";"";"";"";"";"";"292705146"
"56";"Affaires sociales, santé et droits des femmes";"124";"Conduite et soutien des politiques sanitaires, sociales, du sport, de la jeunesse et de la vie associative";"20";"Personnels mettant en oeuvre les politiques pour les droits des femmes";"";"12277151";"";"";"";"";"";"12277151"
"56";"Affaires sociales, santé et droits des femmes";"124";"Conduite et soutien des politiques sanitaires, sociales, du sport, de la jeunesse et de la vie associative";"21";"Personnels mettant en œuvre les politiques de la ville, du logement et de l'hébergement";"";"40434487";"";"";"";"";"";"40434487"
"56";"Affaires sociales, santé et droits des femmes";"124";"Conduite et soutien des politiques sanitaires, sociales, du sport, de la jeunesse et de la vie associative";"22";"Personnels transversaux et de soutien";"";"123995109";"";"";"";"";"";"123995109"
"56";"Affaires sociales, santé et droits des femmes";"124";"Conduite et soutien des politiques sanitaires, sociales, du sport, de la jeunesse et de la vie associative";"23";"Autres dépenses de personnel";"";"9007";"19440793";"";"";"123858";"";"19573658"
"56";"Affaires sociales, santé et droits des femmes";"137";"Égalité entre les femmes et les hommes";"11";"Egalité entre les femmes et les hommes dans la vie professionnelle, économique, politique et sociale";"";"";"85889";"";"";"1780769";"";"1866658"
"56";"Affaires sociales, santé et droits des femmes";"137";"Égalité entre les femmes et les hommes";"12";"Promotion des droits, prévention et lutte contre les violences sexistes";"";"";"1492837";"";"";"13051301";"";"14544138"
"56";"Affaires sociales, santé et droits des femmes";"137";"Égalité entre les femmes et les hommes";"13";"Soutien du programme égalité entre les hommes et les femmes";"";"";"1394154";"";"";"9564";"";"1403718"
"56";"Affaires sociales, santé et droits des femmes";"137";"Égalité entre les femmes et les hommes";"14";"Actions de soutien, d'expérimentation en faveur de l’égalité entre les femmes et les hommes ";"";"";"403601";"";"";"2989374";"";"3392975"
"56";"Affaires sociales, santé et droits des femmes";"137";"Égalité entre les femmes et les hommes";"15";"Prévention et lutte contre la prostitution et la traite des êtres humains";"";"";"262652";"";"";"1921052";"";"2183704"
"56";"Affaires sociales, santé et droits des femmes";"157";"Handicap et dépendance";"1";"Évaluation et orientation personnalisée des personnes handicapées";"";"";"634548";"";"";"68013921";"";"68648469"
"56";"Affaires sociales, santé et droits des femmes";"157";"Handicap et dépendance";"2";"Incitation à l'activité professionnelle";"";"";"1073328";"";"";"2732421066";"";"2733494394"
"56";"Affaires sociales, santé et droits des femmes";"157";"Handicap et dépendance";"3";"Ressources d'existence";"";"";"";"";"";"9079700000";"";"9079700000"
"56";"Affaires sociales, santé et droits des femmes";"157";"Handicap et dépendance";"4";"Compensation des conséquences du handicap";"";"";"81223";"";"";"21762816";"";"21844039"
"56";"Affaires sociales, santé et droits des femmes";"157";"Handicap et dépendance";"5";"Personnes âgées";"";"";"603545";"";"";"2881206";"";"3484751"
"56";"Affaires sociales, santé et droits des femmes";"157";"Handicap et dépendance";"6";"Pilotage du programme";"";"";"1699306";"";"";"2756501";"";"4455807"
"56";"Affaires sociales, santé et droits des femmes";"183";"Protection maladie";"2";"Aide médicale de l'Etat";"";"";"407589";"";"";"764301838";"";"764709427"
"56";"Affaires sociales, santé et droits des femmes";"183";"Protection maladie";"3";"Fonds d'indemnisation des victimes de l'amiante";"";"";"";"";"";"9200000";"";"9200000"
"56";"Affaires sociales, santé et droits des femmes";"204";"Prévention, sécurité sanitaire et offre de soins";"11";"Pilotage de la politique de santé publique";"";"";"71832288";"";"0";"11815198";"";"83647486"
"56";"Affaires sociales, santé et droits des femmes";"204";"Prévention, sécurité sanitaire et offre de soins";"12";"Accès à la santé et éducation à la santé";"";"";"22313309";"";"";"995639";"";"23308948"
"56";"Affaires sociales, santé et droits des femmes";"204";"Prévention, sécurité sanitaire et offre de soins";"13";"Prévention des risques infectieux et des risques liés aux soins";"";"";"1096778";"";"";"6465665";"";"7562443"
"56";"Affaires sociales, santé et droits des femmes";"204";"Prévention, sécurité sanitaire et offre de soins";"14";"Prévention des maladies chroniques et qualité de vie des malades";"";"";"40314170";"";"";"5284818";"";"45598988"
"56";"Affaires sociales, santé et droits des femmes";"204";"Prévention, sécurité sanitaire et offre de soins";"15";"Prévention des risques liés à l'environnement, au travail et à l'alimentation";"";"";"14747220";"";"";"4021310";"";"18768530"
"56";"Affaires sociales, santé et droits des femmes";"204";"Prévention, sécurité sanitaire et offre de soins";"16";"Réponse aux alertes et gestion des urgences, des situations exceptionnelles et des crises sanitaires";"";"";"8843412";"";"";"200000";"";"9043412"
"56";"Affaires sociales, santé et droits des femmes";"204";"Prévention, sécurité sanitaire et offre de soins";"17";"Qualité, sécurité et gestion des produits de santé et du corps humain";"";"";"125890931";"";"";"3757390";"";"129648321"
"56";"Affaires sociales, santé et droits des femmes";"204";"Prévention, sécurité sanitaire et offre de soins";"18";"Projets régionaux de santé";"";"";"";"";"";"123346897";"";"123346897"
"56";"Affaires sociales, santé et droits des femmes";"204";"Prévention, sécurité sanitaire et offre de soins";"19";"Modernisation de l'offre de soins";"";"";"1307488";"";"";"35384025";"";"36691513"
"56";"Affaires sociales, santé et droits des femmes";"304";"Inclusion sociale, protection des personnes et économie sociale et solidaire";"11";"Revenu de solidarité active";"";"";"0";"";"";"2525332457";"";"2525332457"
"56";"Affaires sociales, santé et droits des femmes";"304";"Inclusion sociale, protection des personnes et économie sociale et solidaire";"12";"Economie sociale et solidaire";"";"";"227735";"";"";"3950080";"";"4177815"
"56";"Affaires sociales, santé et droits des femmes";"304";"Inclusion sociale, protection des personnes et économie sociale et solidaire";"13";"Autres expérimentations";"";"0";"123930";"";"";"766250";"";"890180"
"56";"Affaires sociales, santé et droits des femmes";"304";"Inclusion sociale, protection des personnes et économie sociale et solidaire";"14";"Aide alimentaire";"";"";"0";"";"";"45621341";"";"45621341"
"56";"Affaires sociales, santé et droits des femmes";"304";"Inclusion sociale, protection des personnes et économie sociale et solidaire";"15";"Qualification en travail social";"";"";"22978";"";"";"5945051";"";"5968029"
"56";"Affaires sociales, santé et droits des femmes";"304";"Inclusion sociale, protection des personnes et économie sociale et solidaire";"16";"Protection juridique des majeurs";"";"";"128698";"";"";"239248807";"";"239377505"
"56";"Affaires sociales, santé et droits des femmes";"304";"Inclusion sociale, protection des personnes et économie sociale et solidaire";"17";"Protection et accompagnement des enfants, des jeunes et des familles vulnérables";"";"";"3351594";"";"";"21916668";"";"25268262"
"58";"Décentralisation et fonction publique";"119";"Concours financiers aux collectivités territoriales et à leurs groupements";"1";"Soutien aux projets des communes et groupements de communes";"";"";"-1422567";"";"";"648239476";"";"646816909"
"58";"Décentralisation et fonction publique";"119";"Concours financiers aux collectivités territoriales et à leurs groupements";"2";"Dotation générale de décentralisation des communes";"";"";"0";"";"";"114296313";"";"114296313"
"58";"Décentralisation et fonction publique";"119";"Concours financiers aux collectivités territoriales et à leurs groupements";"3";"Soutien aux projets des départements";"";"";"";"";"";"208866163";"";"208866163"
"58";"Décentralisation et fonction publique";"119";"Concours financiers aux collectivités territoriales et à leurs groupements";"4";"Dotation générale de décentralisation des départements";"";"";"";"";"";"263771606";"";"263771606"
"58";"Décentralisation et fonction publique";"119";"Concours financiers aux collectivités territoriales et à leurs groupements";"5";"Dotation générale de décentralisation des régions";"";"";"";"";"";"993792863";"";"993792863"
"58";"Décentralisation et fonction publique";"119";"Concours financiers aux collectivités territoriales et à leurs groupements";"6";"Dotation générale de décentralisation concours particuliers";"";"";"";"";"";"224028206";"";"224028206"
"58";"Décentralisation et fonction publique";"120";"Concours financiers aux départements";"1";"Aides à l'équipement des départements";"";"";"";"";"";"0";"";"0"
"58";"Décentralisation et fonction publique";"120";"Concours financiers aux départements";"2";"Dotation générale de décentralisation";"";"";"";"";"";"0";"";"0"
"58";"Décentralisation et fonction publique";"121";"Concours financiers aux régions";"2";"Dotation générale de décentralisation";"";"";"";"";"";"0";"";"0"
"58";"Décentralisation et fonction publique";"148";"Fonction publique";"1";"Formation des fonctionnaires";"";"157445";"72881343";"";"0";"5000418";"";"78039206"
"58";"Décentralisation et fonction publique";"148";"Fonction publique";"2";"Action sociale interministérielle";"";"";"105407932";"";"6559487";"3427535";"";"115394954"
"70";"Défense";"144";"Environnement et prospective de la politique de défense";"3";"Recherche et exploitation du renseignement intéressant la sécurité de la France";"";"0";"157197105";"";"130874057";"82500";"";"288153662"
"70";"Défense";"144";"Environnement et prospective de la politique de défense";"7";"Prospective de défense";"";"0";"994737400";"";"7333188";"22390658";"0";"1024461246"
"70";"Défense";"144";"Environnement et prospective de la politique de défense";"8";"Relations internationales et diplomatie de défense";"";"0";"7357029";"";"";"24860591";"4610";"32222230"
"70";"Défense";"146";"Équipement des forces";"6";"Dissuasion";"";"";"397331739";"";"2032141012";"5000";"";"2429477751"
"70";"Défense";"146";"Équipement des forces";"7";"Commandement et maîtrise de l'information";"";"";"621952358";"";"1074303784";"8331500";"";"1704587642"
"70";"Défense";"146";"Équipement des forces";"8";"Projection - mobilité - soutien";"";"";"228833806";"";"777177622";"107582";"";"1006119010"
"70";"Défense";"146";"Équipement des forces";"9";"Engagement et combat";"";"";"703838775";"";"2913309977";"10090628";"";"3627239380"
"70";"Défense";"146";"Équipement des forces";"10";"Protection et sauvegarde";"";"";"1003345523";"";"162984362";"2315668";"";"1168645553"
"70";"Défense";"146";"Équipement des forces";"11";"Préparation et conduite des opérations d'armement";"";"0";"211317493";"";"44886207";"-894992";"";"255308708"
"70";"Défense";"146";"Équipement des forces";"12";"Parts étrangères et programmes civils";"";"";"9912363";"";"8804862";"";"";"18717225"
"70";"Défense";"167";"Liens entre la Nation et son armée";"1";"Journée défense et citoyenneté";"";"0";"18810022";"";"0";"40000";"";"18850022"
"70";"Défense";"167";"Liens entre la Nation et son armée";"2";"Politique de mémoire";"";"";"3172731";"";"0";"19528340";"";"22701071"
"70";"Défense";"169";"Reconnaissance et réparation en faveur du monde combattant";"1";"Administration de  la dette viagère";"";"";"";"";"";"2011359130";"";"2011359130"
"70";"Défense";"169";"Reconnaissance et réparation en faveur du monde combattant";"2";"Gestion  des droits liés aux pensions militaires d'invalidité";"";"";"4970022";"";"";"142996961";"";"147966983"
"70";"Défense";"169";"Reconnaissance et réparation en faveur du monde combattant";"3";"Solidarité";"";"";"68716890";"";"";"277707494";"350000";"346774384"
"70";"Défense";"169";"Reconnaissance et réparation en faveur du monde combattant";"6";"Réparation des conséquences sanitaires des essais nucléaires français";"";"";"";"";"";"0";"";"0"
"70";"Défense";"169";"Reconnaissance et réparation en faveur du monde combattant";"7";"Actions en faveur des rapatriés";"";"";"0";"";"0";"17201000";"0";"17201000"
"70";"Défense";"178";"Préparation et emploi des forces";"1";"Planification  des moyens et conduite des opérations";"";"0";"256459129";"";"58895699";"112877917";"";"428232745"
"70";"Défense";"178";"Préparation et emploi des forces";"2";"Préparation des forces terrestres";"";"-1036";"1389966014";"";"93948109";"5562798";"";"1489475885"
"70";"Défense";"178";"Préparation et emploi des forces";"3";"Préparation des forces navales";"";"0";"1863112117";"";"140147556";"6179187";"-62192";"2009376668"
"70";"Défense";"178";"Préparation et emploi des forces";"4";"Préparation des forces aériennes";"";"0";"2042324865";"0";"27279921";"1626496";"0";"2071231282"
"70";"Défense";"178";"Préparation et emploi des forces";"5";"Logistique et soutien interarmées";"";"0";"1533365599";"0";"79694094";"28201";"";"1613087894"
"70";"Défense";"178";"Préparation et emploi des forces";"6";"Surcoûts liés aux opérations extérieures";"";"0";"414497717";"0";"641490";"25778022";"1800";"440919029"
"70";"Défense";"178";"Préparation et emploi des forces";"7";"Surcoûts liés aux opérations intérieures";"";"0";"0";"";"";"0";"";"0"
"70";"Défense";"191";"Recherche duale (civile et militaire)";"1";"Recherche duale en sciences du vivant";"";"";"11343304";"";"";"";"";"11343304"
"70";"Défense";"191";"Recherche duale (civile et militaire)";"2";"Recherche duale en sciences et techniques de l'information et de la communication";"";"";"4439050";"";"";"0";"";"4439050"
"70";"Défense";"191";"Recherche duale (civile et militaire)";"3";"Recherche duale dans le domaine aérospatial";"";"";"";"";"";"";"150850997";"150850997"
"70";"Défense";"191";"Recherche duale (civile et militaire)";"4";"Autres recherches et développements technologiques duaux";"";"";"17101753";"";"";"";"";"17101753"
"70";"Défense";"212";"Soutien de la politique de la défense";"0";"Pour affichage au RAP 2015 du P212 de la conso T22014 des P144, P146, P167 et P178";"";"0";"";"";"";"";"";"0"
"70";"Défense";"212";"Soutien de la politique de la défense";"4";"Politique immobilière";"";"984";"645522123";"";"455711553";"4865000";"";"1106099660"
"70";"Défense";"212";"Soutien de la politique de la défense";"5";"Systèmes d'information, d'administration et de gestion";"";"22880";"112214946";"";"29708127";"";"";"141945953"
"70";"Défense";"212";"Soutien de la politique de la défense";"6";"Politiques des ressources humaines";"";"-1427548";"136787333";"";"644643";"536143";"";"136540571"
"70";"Défense";"212";"Soutien de la politique de la défense";"8";"Politique culturelle et éducative";"";"504";"21819830";"";"24500";"841672";"5019289";"27705795"
"70";"Défense";"212";"Soutien de la politique de la défense";"10";"Restructurations";"";"0";"19216690";"";"92585920";"30442117";"4600000";"146844727"
"70";"Défense";"212";"Soutien de la politique de la défense";"11";"Pilotage, soutien et communication";"";"577163";"332474097";"";"141997206";"50933";"";"475099399"
"70";"Défense";"212";"Soutien de la politique de la défense";"50";"Recherche et exploitation du renseignement intéressant la sécurité de la France - Personnel travaillant  pour le programme ""Environnement et prospective de la politique de défense""";"";"483254440";"";"";"";"";"";"483254440"
"70";"Défense";"212";"Soutien de la politique de la défense";"51";"Prospective de défense - Personnel travaillant  pour le programme ""Environnement et prospective de la politique de défense""";"";"51717202";"";"";"";"";"";"51717202"
"70";"Défense";"212";"Soutien de la politique de la défense";"52";"Relations internationales - Personnel travaillant  pour le programme ""Environnement et prospective de la politique de défense""";"";"71389118";"";"";"";"";"";"71389118"
"70";"Défense";"212";"Soutien de la politique de la défense";"53";"Préparation et conduite des opérations d'armement - Personnel travaillant  pour le programme  ""Équipement des forces """;"";"1936856619";"";"";"";"";"";"1936856619"
"70";"Défense";"212";"Soutien de la politique de la défense";"54";"Planification des moyens et conduite des opérations - Personnel travaillant  pour le programme ""Préparation et emploi des forces""";"";"1199304657";"-1580";"";"";"";"";"1199303077"
"70";"Défense";"212";"Soutien de la politique de la défense";"55";"Préparation des forces terrestres - Personnel travaillant pour le programme ""Préparation et emploi des forces""";"";"6083783376";"";"";"";"";"";"6083783376"
"70";"Défense";"212";"Soutien de la politique de la défense";"56";"Préparation des forces navales - Personnel travaillant pour le programme ""Préparation et emploi des forces""";"";"2253525477";"-882";"";"";"";"";"2253524595"
"70";"Défense";"212";"Soutien de la politique de la défense";"57";"Préparation des forces aériennes- Personnel travaillant pour le programme ""Préparation et emploi des forces""";"";"2396930347";"7";"";"";"";"";"2396930354"
"70";"Défense";"212";"Soutien de la politique de la défense";"58";"Logistique et soutien interarmées - Personnel travaillant pour le programme ""Préparation et emploi des forces""";"";"2924188519";"-1215";"";"";"";"";"2924187304"
"70";"Défense";"212";"Soutien de la politique de la défense";"59";"Surcoûts liés aux opérations - Personnel travaillant pour le programme ""Préparation et emploi des forces""";"";"376606563";"";"";"";"";"";"376606563"
"70";"Défense";"212";"Soutien de la politique de la défense";"60";"Politique immobilière - Personnel travaillant pour l'action ""Politique immobilière""";"";"402173540";"-2755";"";"";"";"";"402170785"
"70";"Défense";"212";"Soutien de la politique de la défense";"61";"Politiques des ressources humaines - Personnel travaillant pour l'action ""Politiques des ressources""";"";"303991043";"29778";"";"";"";"";"304020821"
"70";"Défense";"212";"Soutien de la politique de la défense";"62";"Politique culturelle et éducative - gestion et communication des archives historiques de la défense - Personnel travaillant pour l'action ""Politique culturelle et éducative""";"";"35033109";"";"";"";"";"";"35033109"
"70";"Défense";"212";"Soutien de la politique de la défense";"63";"Restructurations - Personnel travaillant pour l'action ""Restructurations""";"";"183690362";"";"";"";"";"";"183690362"
"70";"Défense";"212";"Soutien de la politique de la défense";"64";"Pilotage, soutien et communication -  Personnel travaillant pour l'action ""Pilotage, soutien et communication""";"";"565021948";"";"";"";"";"";"565021948"
"70";"Défense";"212";"Soutien de la politique de la défense";"65";"Journée défense et citoyenneté - Personnel travaillant pour le programme ""Liens entre la Nation et son armée""";"";"73950648";"";"";"";"";"";"73950648"
"70";"Défense";"402";"Excellence technologique des industries de défense";"1";"Maîtrise des technologies nucléaires";"";"";"";"";"0";"";"";"0"
"70";"Défense";"402";"Excellence technologique des industries de défense";"2";"Maîtrise des technologies spatiales";"";"";"0";"";"0";"";"";"0"
"70";"Défense";"402";"Excellence technologique des industries de défense";"3";"Recherche civile et militaire";"";"";"0";"";"";"";"";"0"
